Movie Name,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross,Description
Being There,1979,130,8.0,83,71232,30180000,"After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics."
Annie Hall,1977,93,8.0,92,261569,39200000,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages."
Dog Day Afternoon,1975,125,8.0,86,250801,50000000,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does."
Zerkalo,1975,107,8.0,80,45049,180000,"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation."
Young Frankenstein,1974,106,8.0,80,154647,86300000,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body."
Papillon,1973,151,8.0,58,128407,53270000,"A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape."
Viskningar och rop,1972,91,8.0,79,33318,1740000,"When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface."
Sleuth,1972,138,8.0,79,47134,4080000,"A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results."
The Last Picture Show,1971,118,8.0,93,47067,29130000,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically."
Fiddler on the Roof,1971,181,8.0,67,42729,80500000,"In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village."
Patton,1970,172,8.0,91,100465,61700000,The World War II phase of the career of controversial American general George S. Patton.
Butch Cassidy and the Sundance Kid,1969,110,8.0,66,212236,102310000,"Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia."
Planet of the Apes,1968,112,8.0,79,176079,33400000,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved."
Le samouraï,1967,105,8.0,79,50010,40000,After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner.
In the Heat of the Night,1967,110,8.0,75,74447,24380000,"A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case."
The Graduate,1967,106,8.0,83,267788,104950000,A disillusioned college graduate finds himself torn between his older lover and her daughter.
Doctor Zhivago,1965,197,8.0,69,75177,111720000,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution."
8½,1963,138,8.0,91,115864,50000,A harried movie director retreats into his memories and fantasies.
What Ever Happened to Baby Jane?,1962,134,8.0,75,54484,4050000,A former child star torments her paraplegic sister in their decaying Hollywood mansion.
The Hustler,1961,134,8.0,90,80620,8279999,An up-and-coming pool player plays a long-time champion in a single high-stakes match.
La dolce vita,1960,174,8.0,95,71574,19520000,A series of stories following a week in the life of a philandering tabloid journalist living in Rome.
Rio Bravo,1959,141,8.0,93,61019,12540000,"A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy."
Anatomy of a Murder,1959,161,8.0,95,65003,11900000,"An upstate Michigan lawyer defends a soldier who claims he killed an innkeeper due to temporary insanity after the victim raped his wife. What is the truth, and will he win his case?"
Touch of Evil,1958,95,8.0,99,103026,2240000,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town."
Cat on a Hot Tin Roof,1958,108,8.0,84,48500,17570000,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.
The Night of the Hunter,1955,92,8.0,99,87562,650000,"A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery."
High Noon,1952,85,8.0,89,102598,9450000,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train."
A Streetcar Named Desire,1951,122,8.0,97,106048,8000000,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.
The Maltese Falcon,1941,100,8.0,97,155980,2110000,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette, with the stakes rising after his partner is murdered."
Bronenosets Potemkin,1925,75,8.0,97,56722,50000,"In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre."
Knives Out,2019,130,7.9,82,579426,165360000,"A detective investigates the death of the patriarch of an eccentric, combative family."
Manbiki kazoku,2018,121,7.9,93,72890,3310000,A family of small-time crooks take in a child they find outside in the cold.
Marriage Story,2019,137,7.9,94,290094,2000000,Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.
Call Me by Your Name,2017,132,7.9,93,253055,18100000,"In 1980s Italy, romance blossoms between a seventeen-year-old student and the older man hired as his father's research assistant."
"I, Daniel Blake",2016,100,7.9,78,58640,260000,"After surviving a heart-attack, a 59-year-old carpenter must fight bureaucratic forces to receive Employment and Support Allowance."
Sing Street,2016,106,7.9,79,91529,3240000,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.
Thor: Ragnarok,2017,130,7.9,74,685810,315060000,"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela."
Nightcrawler,2014,117,7.9,76,516131,32380000,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story."
Jojo Rabbit,2019,108,7.9,58,361617,350000,A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.
Wonder,2017,113,7.9,66,158669,132419999,"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time."
Arrival,2016,116,7.9,81,663124,100550000,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.
Star Wars: Episode VII - The Force Awakens,2015,138,7.9,80,903540,936660000,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace."
Gully Boy,2019,154,7.9,65,37621,5570000,A coming-of-age story based on the lives of street rappers in Mumbai.
Short Term 12,2013,96,7.9,82,86563,1010000,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.
Serbuan maut 2: Berandal,2014,150,7.9,71,120965,2630000,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force."
Before Midnight,2013,109,7.9,94,152869,8109999,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.
English Vinglish,2012,134,7.9,79,35693,1670000,"A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English."
Bir Zamanlar Anadolu'da,2011,157,7.9,82,45590,140000,A group of men set out in search of a dead body in the Anatolian steppes.
The Artist,2011,100,7.9,89,238740,44670000,An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.
Edge of Tomorrow,2014,113,7.9,71,650496,100210000,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies."
Amour,2012,127,7.9,94,98414,6740000,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested."
Låt den rätte komma in,2008,114,7.9,82,213756,2120000,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl."
District 9,2009,112,7.9,81,666734,115650000,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.
The Wrestler,2008,109,7.9,80,300906,26240000,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle."
Jab We Met,2007,138,7.9,79,51571,410000,A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.
Boyhood,2014,165,7.9,100,349227,25380000,"The life of Mason, from early childhood to his arrival at college."
"4 luni, 3 saptamâni si 2 zile",2007,113,7.9,97,59347,1190000,A woman assists her friend in arranging an illegal abortion in 1980s Romania.
In Bruges,2008,107,7.9,67,411294,7760000,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be."
Avatar,2009,162,7.9,83,1183808,760510000,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.
Letters from Iwo Jima,2006,141,7.9,89,160502,13760000,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it."
Life of Pi,2012,127,7.9,79,613057,124990000,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger."
Fantastic Mr. Fox,2009,87,7.9,83,222451,21000000,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.
Bin-jip,2004,88,7.9,72,54245,240000,A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.
Veer-Zaara,2004,192,7.9,67,52000,2920000,"Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever."
Vozvrashchenie,2003,110,7.9,82,44975,500000,"In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces."
Les choristes,2004,97,7.9,56,60925,3640000,The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.
Iron Man,2008,126,7.9,79,1017517,318410000,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
Shaun of the Dead,2004,99,7.9,76,542749,13540000,"The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse."
Mystic River,2003,138,7.9,84,446332,90140000,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.
Harry Potter and the Prisoner of Azkaban,2004,142,7.9,82,608033,249360000,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard."
Ying xiong,2002,120,7.9,85,179498,53710000,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors."
Hable con ella,2002,112,7.9,86,110759,9280000,Two men share an odd friendship while they care for two women who are both in deep comas.
No Man's Land,2001,98,7.9,84,46628,1060000,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap."
The Bourne Identity,2002,119,7.9,68,535346,121660000,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory."
Nueve reinas,2000,114,7.9,80,52183,1220000,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"")."
Children of Men,2006,109,7.9,84,489415,35550000,"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea."
Wo hu cang long,2000,120,7.9,94,264410,128080000,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.
Almost Famous,2000,122,7.9,90,270613,32530000,A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.
Mulholland Dr.,2001,147,7.9,85,345688,7220000,"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality."
Shrek,2001,90,7.9,84,654123,267670000,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back."
Toy Story 2,1999,92,7.9,88,561809,245850000,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye."
Titanic,1997,194,7.9,75,1124874,659330000,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic."
Knockin' on Heaven's Door,1997,87,7.9,79,29749,0,"Two terminally ill patients escape from a hospital, steal a car and rush towards the sea."
Boogie Nights,1997,155,7.9,85,257413,26400000,"Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent."
Kôkaku Kidôtai,1995,83,7.9,76,139188,520000,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.
Once Were Warriors,1994,102,7.9,77,33695,2200000,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.
Ed Wood,1994,127,7.9,70,173245,5890000,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent."
True Romance,1993,119,7.9,59,221629,12280000,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it."
Trois couleurs: Bleu,1993,94,7.9,85,99169,1320000,A woman struggles to find a way to live her life after the death of her husband and child.
Carlito's Way,1993,144,7.9,65,213141,36950000,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C."
Bound by Honor,1993,180,7.9,47,30773,4500000,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo."
Edward Scissorhands,1990,105,7.9,74,473953,56360000,"An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world."
My Left Foot: The Story of Christy Brown,1989,103,7.9,97,72878,14740000,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot."
Do the Right Thing,1989,120,7.9,93,99382,27550000,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence."
Crimes and Misdemeanors,1989,104,7.9,77,57348,18250000,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.
Back to the Future Part II,1989,108,7.9,57,514362,118500000,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip."
The Untouchables,1987,119,7.9,79,301218,76270000,"During the era of Prohibition in the United States, Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and, because of rampant corruption, assembles a small, hand-picked team to help him."
Sacrifice,1986,149,7.9,79,27511,300000,"At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return."
Hannah and Her Sisters,1986,107,7.9,90,70576,40080000,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly."
Brazil,1985,132,7.9,84,197737,9930000,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.
This Is Spinal Tap,1984,82,7.9,92,137296,4740000,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour."
E.T. the Extra-Terrestrial,1982,115,7.9,91,396174,435110000,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.
The Blues Brothers,1980,133,7.9,60,194540,57230000,"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago."
Manhattan,1979,96,7.9,83,138333,45700000,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.
Dawn of the Dead,1978,127,7.9,71,118179,5100000,"Following an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia S.W.A.T. team members, a traffic reporter, and his television executive girlfriend seek refuge in a secluded shopping mall."
All the President's Men,1976,138,7.9,84,112422,70600000,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation."
Amarcord,1973,123,7.9,79,42807,580000,A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.
Il conformista,1970,113,7.9,100,29671,540000,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident."
The Wild Bunch,1969,145,7.9,97,83128,12060000,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them."
The Lion in Winter,1968,134,7.9,79,31061,22280000,"1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a decision."
Per un pugno di dollari,1964,99,7.9,65,211818,14500000,"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge."
Charade,1963,113,7.9,83,75177,13470000,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?
Spartacus,1960,197,7.9,87,132379,30000000,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising."
Hiroshima mon amour,1959,90,7.9,79,31171,90000,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.
The Ten Commandments,1956,220,7.9,79,68581,93740000,"Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery."
Strangers on a Train,1951,101,7.9,88,131604,7630000,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.
Miracle on 34th Street,1947,96,7.9,88,47187,2650000,"After a divorced New York mother hires a nice old man to play Santa Claus at Macy's, she is startled by his claim to be the genuine article. When his sanity is questioned, a lawyer defends him in court by arguing that he's not mistaken."
Notorious,1946,102,7.9,100,99299,10460000,The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?
The Big Sleep,1946,114,7.9,79,84126,6540000,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love."
La belle et la bête,1946,96,7.9,92,26077,300000,"A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her."
The Lost Weekend,1945,101,7.9,79,36249,9460000,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.
Laura,1944,88,7.9,79,46465,4360000,A police detective falls in love with the woman whose murder he is investigating.
His Girl Friday,1940,92,7.9,79,57526,300000,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.
The Adventures of Robin Hood,1938,102,7.9,97,50297,3980000,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement."
King Kong,1933,100,7.9,90,84022,10000000,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.
Doragon bôru chô: Burorî,2018,100,7.8,59,25845,30710000,"Goku and Vegeta encounter Broly, a Saiyan warrior unlike any fighter they've faced before."
Isle of Dogs,2018,101,7.8,82,161190,32020000,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog."
Dunkirk,2017,106,7.8,94,623018,188370000,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II."
Hidden Figures,2016,127,7.8,74,220110,169610000,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.
Hunt for the Wilderpeople,2016,101,7.8,81,125553,5200000,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.
Paddington 2,2017,103,7.8,88,72080,40440000,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen."
Kubo and the Two Strings,2016,101,7.8,84,126235,48020000,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.
Manchester by the Sea,2016,137,7.8,96,270777,47700000,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.
Under sandet,2015,100,7.8,75,39976,440000,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight."
Rogue One,2016,133,7.8,65,599722,532179999,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction."
Captain Fantastic,2016,118,7.8,72,212004,5880000,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent."
Captain America: Civil War,2016,147,7.8,75,743873,408080000,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.
The Hateful Eight,2015,168,7.8,68,572444,54120000,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters."
Little Women,2019,135,7.8,91,186492,108100000,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms."
Loving Vincent,2017,94,7.8,62,56316,6740000,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there."
The Lunchbox,2013,104,7.8,76,54818,4230000,A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.
Vicky Donor,2012,126,7.8,79,42523,170000,"A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic."
Big Hero 6,2014,102,7.8,74,443718,222530000,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes."
About Time,2013,123,7.8,55,333760,15320000,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think."
Kaze tachinu,2013,126,7.8,83,82176,5210000,"A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II."
La migliore offerta,2013,131,7.8,49,116250,90000,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.
Captain America: The Winter Soldier,2014,136,7.8,70,807775,259769999,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier."
Moonrise Kingdom,2012,94,7.8,84,341538,45510000,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them."
How to Train Your Dragon 2,2014,102,7.8,77,324856,177000000,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace."
The Big Short,2015,130,7.8,81,411110,70260000,"In 2006-2007 a group of investors bet against the US mortgage market. In their research, they discover how flawed and corrupt the market is."
Ang-ma-reul bo-at-da,2010,144,7.8,67,124737,130000,A secret agent exacts revenge on a serial killer through a series of captures and releases.
The Girl with the Dragon Tattoo,2011,158,7.8,71,452426,102520000,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker."
Captain Phillips,2013,134,7.8,82,447578,107100000,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
Straight Outta Compton,2015,147,7.8,72,195440,161200000,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood."
The Irishman,2019,209,7.8,94,367228,7000000,Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.
The Social Network,2010,120,7.8,95,677296,96960000,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business."
Un prophète,2009,155,7.8,90,97575,2080000,A young Algerian man is sent to a French prison.
Madeo,2009,129,7.8,79,61256,550000,A mother desperately searches for the killer who framed her son for a girl's horrific murder.
Moon,2009,97,7.8,67,351811,5010000,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems."
The Hobbit: The Desolation of Smaug,2013,161,7.8,66,638694,258370000,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring."
Das weiße Band - Eine deutsche Kindergeschichte,2009,144,7.8,82,72445,2220000,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?"
Män som hatar kvinnor,2009,152,7.8,76,214981,10100000,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.
Skyfall,2012,143,7.8,81,681097,304360000,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost."
The Fighter,2010,116,7.8,79,357881,93620000,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness."
Taken,2008,90,7.8,51,590556,145000000,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris."
The Boy in the Striped Pyjamas,2008,94,7.8,55,210360,9030000,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences."
Once,2007,86,7.8,88,115251,9440000,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story."
The Hobbit: An Unexpected Journey,2012,169,7.8,58,799223,303000000,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug."
Auf der anderen Seite,2007,122,7.8,85,31864,740000,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.
Changeling,2008,141,7.8,63,251281,35740000,Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.
Atonement,2007,123,7.8,85,270316,50930000,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.
Drive,2011,100,7.8,78,612206,35060000,"An action drama about a mysterious Hollywood stuntman and mechanic who moonlights as a getaway driver, and finds himself in trouble when he helps out his neighbor."
American Gangster,2007,157,7.8,76,416416,130160000,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film."
Mr. Nobody,2009,141,7.8,63,228771,0,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible."
Apocalypto,2006,139,7.8,68,305876,50870000,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression."
